ego_id,alter_id,freq.rec,week.daily,alter.sex,alter.cores,role,role.rec,intgen
45,4512,yearly,No,Female,No,oth.fam,ext.fam,No
45,4513,yearly,No,Female,No,oth.fam,ext.fam,No
45,4514,monthly,No,Female,No,oth.fam,ext.fam,No
45,4515,weekly,Yes,Female,No,sibling,imm.fam,No
45,4516,monthly,No,Female,No,other,other,Yes
46,4601,daily,Yes,Female,Yes,spouse,imm.fam,No
46,4602,monthly,No,Male,No,child,imm.fam,Yes
46,4603,weekly,Yes,Male,No,child,imm.fam,Yes
46,4604,monthly,No,Female,No,oth.fam,ext.fam,Yes
46,4605,monthly,No,Female,No,oth.fam,ext.fam,Yes
46,4606,weekly,Yes,Male,No,friend,friend,No
46,4607,weekly,Yes,Male,No,rel.vol,rel.vol,No
46,4608,weekly,Yes,Male,No,friend,friend,No
46,4609,monthly,No,Male,No,friend,friend,No
46,4610,monthly,No,Female,No,friend,friend,No
46,4611,monthly,No,Female,No,child.in.law,imm.fam,Yes
46,4612,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
47,4701,daily,Yes,Female,No,child,imm.fam,Yes
47,4702,weekly,Yes,Male,No,child,imm.fam,Yes
47,4703,monthly,No,Female,No,child,imm.fam,Yes
47,4704,monthly,No,Male,No,oth.fam,ext.fam,Yes
47,4705,monthly,No,Female,No,oth.fam,ext.fam,Yes
47,4706,monthly,No,Female,No,oth.fam,ext.fam,Yes
47,4707,monthly,No,Male,No,oth.fam,ext.fam,Yes
47,4708,monthly,No,Female,No,oth.fam,ext.fam,Yes
47,4709,monthly,No,Male,No,oth.fam,ext.fam,Yes
47,4710,monthly,No,Female,No,oth.fam,ext.fam,Yes
47,4711,monthly,No,Female,No,oth.fam,ext.fam,Yes
47,4712,monthly,No,Male,No,oth.fam,ext.fam,Yes
47,4713,monthly,No,Male,No,oth.fam,ext.fam,Yes
47,4714,monthly,No,Male,No,oth.fam,ext.fam,Yes
47,4715,daily,Yes,Female,No,neighbor,neighbor,No
47,4716,daily,Yes,Female,No,neighbor,neighbor,No
47,4717,daily,Yes,Female,No,neighbor,neighbor,No
47,4718,daily,Yes,Female,No,sibling,imm.fam,No
47,4719,weekly,Yes,Female,No,rel.vol,rel.vol,No
47,4720,weekly,NA,Male,No,child.in.law,imm.fam,Yes
47,4721,weekly,NA,Male,No,child.in.law,imm.fam,Yes
47,4722,weekly,NA,Female,No,child.in.law,imm.fam,Yes
48,4801,daily,Yes,Female,No,child,imm.fam,Yes
48,4802,weekly,Yes,Male,No,child,imm.fam,Yes
48,4803,monthly,No,Male,No,sibling,imm.fam,No
48,4804,weekly,Yes,Female,No,sibling,imm.fam,No
48,4805,daily,Yes,Male,No,oth.fam,ext.fam,Yes
48,4806,daily,Yes,Female,No,oth.fam,ext.fam,Yes
48,4807,monthly,No,Female,No,domestic,other,Yes
48,4808,monthly,No,Female,No,friend,friend,No
48,4809,yearly,No,Female,No,friend,friend,No
48,4810,weekly,Yes,Female,No,work,work,No
48,4811,weekly,Yes,Female,No,other,other,No
49,4901,daily,Yes,Female,Yes,child,imm.fam,Yes
50,5001,daily,Yes,Female,Yes,spouse,imm.fam,No
50,5002,weekly,Yes,Male,No,sibling,imm.fam,No
50,5003,monthly,No,Female,No,oth.fam,ext.fam,Yes
50,5004,weekly,Yes,Female,No,sib.in.law,ext.fam,No
50,5005,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
50,5006,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
50,5007,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
50,5008,monthly,No,Female,No,oth.fam,ext.fam,No
50,5009,monthly,No,Male,No,oth.fam,ext.fam,No
50,5010,monthly,No,Female,No,oth.fam,ext.fam,No
50,5011,monthly,No,Male,No,oth.fam,ext.fam,No
50,5012,monthly,No,Male,No,oth.fam,ext.fam,No
50,5013,weekly,Yes,Female,No,sib.in.law,ext.fam,No
50,5014,monthly,No,Female,No,oth.fam,ext.fam,Yes
50,5015,monthly,No,Male,No,oth.fam,ext.fam,Yes
50,5016,weekly,Yes,Female,No,sib.in.law,ext.fam,No
50,5017,monthly,No,Female,No,sib.in.law,ext.fam,No
50,5018,monthly,No,Male,No,oth.fam,ext.fam,Yes
50,5019,monthly,No,Male,No,oth.fam,ext.fam,Yes
50,5020,weekly,Yes,Male,No,sib.in.law,ext.fam,No
50,5021,weekly,Yes,Female,No,sib.in.law,ext.fam,No
50,5022,weekly,Yes,Female,No,sib.in.law,ext.fam,No
50,5023,monthly,No,Male,No,oth.fam,ext.fam,Yes
50,5024,monthly,No,Male,No,oth.fam,ext.fam,Yes
50,5025,monthly,No,Female,No,oth.fam,ext.fam,Yes
50,5026,monthly,No,Female,No,oth.fam,ext.fam,Yes
50,5027,yearly,No,Female,No,work,work,No
50,5028,yearly,No,Male,No,work,work,No
50,5029,weekly,Yes,Male,No,friend,friend,No
51,5101,monthly,No,Male,No,oth.fam,ext.fam,Yes
51,5102,monthly,No,Female,No,oth.fam,ext.fam,Yes
51,5103,monthly,No,Female,No,oth.fam,ext.fam,Yes
51,5104,monthly,No,Female,No,oth.fam,ext.fam,Yes
51,5105,monthly,No,Male,No,oth.fam,ext.fam,Yes
51,5106,monthly,No,Female,No,oth.fam,ext.fam,Yes
51,5107,monthly,No,Male,No,oth.fam,ext.fam,Yes
51,5108,monthly,No,Male,No,oth.fam,ext.fam,Yes
51,5109,monthly,No,Female,No,oth.fam,ext.fam,No
51,5110,monthly,No,Female,No,oth.fam,ext.fam,No
51,5111,monthly,No,Male,No,oth.fam,ext.fam,No
51,5112,monthly,No,Female,No,oth.fam,ext.fam,No
51,5113,monthly,No,Female,No,oth.fam,ext.fam,No
51,5114,monthly,No,Female,No,oth.fam,ext.fam,No
51,5115,monthly,No,Female,No,friend,friend,No
51,5116,monthly,No,Female,No,friend,friend,No
51,5117,monthly,No,Female,No,friend,friend,No
51,5118,monthly,No,Female,No,friend,friend,No
51,5119,monthly,No,Female,No,friend,friend,No
51,5120,weekly,Yes,Male,No,rel.vol,rel.vol,No
51,5121,weekly,Yes,Male,No,rel.vol,rel.vol,No
51,5122,weekly,Yes,Male,No,rel.vol,rel.vol,No
51,5123,weekly,Yes,Male,No,rel.vol,rel.vol,No
51,5124,weekly,Yes,Female,No,rel.vol,rel.vol,No
51,5125,weekly,Yes,Female,No,rel.vol,rel.vol,No
51,5126,weekly,Yes,Female,No,rel.vol,rel.vol,No
51,5127,weekly,Yes,Male,No,rel.vol,rel.vol,No
51,5128,weekly,Yes,Female,No,rel.vol,rel.vol,No
51,5129,weekly,Yes,Female,No,rel.vol,rel.vol,No
52,5201,daily,Yes,Female,Yes,spouse,imm.fam,No
52,5202,daily,Yes,Male,No,child,imm.fam,Yes
52,5203,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
52,5204,monthly,No,Male,No,child.in.law,imm.fam,Yes
52,5205,monthly,No,Male,No,child.in.law,imm.fam,Yes
52,5206,daily,Yes,Female,No,oth.fam,ext.fam,Yes
52,5207,monthly,No,Female,No,oth.fam,ext.fam,Yes
52,5208,monthly,No,Male,No,oth.fam,ext.fam,Yes
52,5209,monthly,No,Female,No,oth.fam,ext.fam,Yes
52,5210,monthly,No,Female,No,oth.fam,ext.fam,Yes
52,5211,monthly,No,Male,No,oth.fam,ext.fam,Yes
52,5212,monthly,No,Male,No,oth.fam,ext.fam,Yes
52,5213,monthly,No,Female,No,sibling,imm.fam,No
52,5214,monthly,No,Male,No,sibling,imm.fam,No
52,5215,monthly,No,Female,No,sibling,imm.fam,No
52,5216,monthly,No,Male,No,oth.fam,ext.fam,No
52,5217,monthly,No,Male,No,oth.fam,ext.fam,No
52,5218,daily,Yes,Male,No,oth.fam,ext.fam,No
52,5219,monthly,No,Male,No,oth.fam,ext.fam,No
52,5220,monthly,No,Female,No,oth.fam,ext.fam,No
52,5221,monthly,No,Male,No,oth.fam,ext.fam,No
52,5222,yearly,No,Female,No,oth.fam,ext.fam,No
52,5223,monthly,No,Female,No,oth.fam,ext.fam,No
52,5224,yearly,No,Male,No,oth.fam,ext.fam,No
52,5225,daily,Yes,Female,No,work,work,No
52,5226,daily,Yes,Female,No,work,work,No
52,5227,daily,Yes,Male,No,work,work,No
52,5228,daily,Yes,Male,No,work,work,No
52,5229,daily,Yes,Male,No,work,work,No
53,5301,daily,Yes,Male,Yes,spouse,imm.fam,No
53,5302,daily,Yes,Female,No,sibling,imm.fam,No
53,5303,weekly,Yes,Male,No,oth.fam,ext.fam,No
53,5304,weekly,Yes,Female,No,oth.fam,ext.fam,No
53,5305,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
53,5306,monthly,No,Female,No,other,other,Yes
53,5307,weekly,Yes,Male,No,friend,friend,No
53,5308,weekly,Yes,Female,No,neighbor,neighbor,No
53,5309,monthly,No,Female,No,work,work,No
53,5310,monthly,No,Female,No,oth.fam,ext.fam,Yes
53,5311,monthly,No,Female,No,friend,friend,No
53,5312,monthly,No,Female,No,friend,friend,No
53,5313,weekly,Yes,Female,No,neighbor,neighbor,No
53,5314,weekly,Yes,Female,No,neighbor,neighbor,No
53,5315,weekly,Yes,Male,No,neighbor,neighbor,No
53,5316,monthly,No,Female,No,sib.in.law,ext.fam,No
53,5317,monthly,No,Male,No,oth.fam,ext.fam,Yes
53,5318,monthly,No,Female,No,oth.fam,ext.fam,Yes
53,5319,monthly,No,Male,No,oth.fam,ext.fam,Yes
53,5320,monthly,No,Female,No,oth.fam,ext.fam,Yes
53,5321,monthly,No,Female,No,oth.fam,ext.fam,Yes
53,5322,monthly,No,Male,No,oth.fam,ext.fam,Yes
54,5401,daily,Yes,Female,Yes,spouse,imm.fam,No
54,5402,weekly,Yes,Female,No,child,imm.fam,Yes
54,5403,weekly,Yes,Female,No,child,imm.fam,Yes
54,5404,weekly,Yes,Male,No,child,imm.fam,Yes
54,5405,monthly,NA,Male,No,sib.in.law,ext.fam,No
54,5406,monthly,NA,Male,No,sib.in.law,ext.fam,No
54,5407,monthly,NA,Female,No,child.in.law,imm.fam,Yes
54,5408,monthly,NA,Male,No,oth.fam,ext.fam,Yes
54,5409,yearly,NA,Female,No,oth.fam,ext.fam,Yes
54,5410,monthly,No,Male,No,friend,friend,No
54,5411,monthly,No,Male,No,friend,friend,No
54,5412,monthly,No,Male,No,friend,friend,No
54,5413,monthly,No,Male,No,friend,friend,No
54,5414,yearly,No,Male,No,work,work,No
54,5415,weekly,Yes,Male,No,neighbor,neighbor,No
55,5501,weekly,Yes,Male,No,sibling,imm.fam,No
55,5502,monthly,No,Female,No,sibling,imm.fam,No
55,5503,monthly,No,Male,No,sib.in.law,ext.fam,No
55,5504,monthly,No,Female,No,oth.fam,ext.fam,Yes
55,5505,yearly,No,Male,No,oth.fam,ext.fam,Yes
55,5506,yearly,No,Female,No,oth.fam,ext.fam,Yes
55,5507,weekly,Yes,Female,No,friend,friend,No
55,5508,monthly,No,Female,No,friend,friend,No
55,5509,monthly,No,Female,No,friend,friend,No
55,5510,weekly,Yes,Female,No,friend,friend,No
55,5511,yearly,No,Female,No,work,work,No
55,5512,monthly,No,Female,No,friend,friend,No
55,5513,monthly,No,Female,No,friend,friend,No
55,5514,monthly,No,Female,No,friend,friend,No
55,5515,yearly,No,Female,No,friend,friend,No
55,5516,weekly,Yes,Female,No,sib.in.law,ext.fam,No
56,5601,daily,Yes,Female,Yes,spouse,imm.fam,No
56,5602,weekly,Yes,Male,No,child,imm.fam,Yes
56,5603,weekly,Yes,Female,No,child,imm.fam,Yes
56,5604,yearly,No,Female,No,sibling,imm.fam,No
56,5605,yearly,No,Female,No,sib.in.law,ext.fam,No
56,5606,yearly,No,Female,No,sib.in.law,ext.fam,No
56,5607,yearly,No,Male,No,sib.in.law,ext.fam,No
56,5608,weekly,Yes,Female,No,oth.fam,ext.fam,No
56,5609,weekly,Yes,Female,No,oth.fam,ext.fam,No
56,5610,monthly,No,Male,No,neighbor,neighbor,No
56,5611,monthly,No,Male,No,neighbor,neighbor,No
56,5612,monthly,No,Male,No,neighbor,neighbor,No
56,5613,monthly,No,Male,No,neighbor,neighbor,No
56,5614,monthly,No,Male,No,work,work,No
56,5615,monthly,No,Male,No,work,work,No
56,5616,monthly,No,Male,No,work,work,No
56,5617,monthly,No,Male,No,work,work,No
56,5618,monthly,No,Male,No,work,work,No
56,5619,monthly,No,Male,No,work,work,No
56,5620,monthly,No,Male,No,work,work,No
56,5621,monthly,No,Male,No,work,work,No
56,5622,monthly,No,Male,No,work,work,No
56,5623,monthly,No,Male,No,work,work,No
56,5624,monthly,No,Male,No,work,work,No
56,5625,yearly,No,Male,No,friend,friend,No
56,5626,yearly,No,Male,No,friend,friend,No
56,5627,yearly,No,Male,No,friend,friend,No
56,5628,yearly,No,Male,No,friend,friend,No
56,5629,yearly,No,Male,No,friend,friend,No
57,5701,daily,Yes,Male,Yes,spouse,imm.fam,No
57,5702,weekly,Yes,Male,No,child,imm.fam,Yes
57,5703,daily,Yes,Female,No,child,imm.fam,Yes
57,5704,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
57,5705,daily,Yes,Male,No,child.in.law,imm.fam,Yes
57,5706,daily,Yes,Female,No,sib.in.law,ext.fam,No
57,5707,monthly,No,Female,No,oth.fam,ext.fam,Yes
57,5708,monthly,No,Female,No,oth.fam,ext.fam,Yes
57,5709,weekly,Yes,Female,No,neighbor,neighbor,No
57,5710,monthly,No,Male,No,neighbor,neighbor,No
57,5711,monthly,No,Female,No,work,work,No
57,5712,monthly,No,Male,No,work,work,No
57,5713,monthly,No,Female,No,work,work,No
57,5714,monthly,No,Female,No,work,work,No
57,5715,weekly,Yes,Female,No,rel.vol,rel.vol,No
57,5716,weekly,Yes,Female,No,rel.vol,rel.vol,No
57,5717,weekly,Yes,Female,No,rel.vol,rel.vol,No
57,5718,weekly,Yes,Female,No,rel.vol,rel.vol,No
57,5719,yearly,No,Female,No,rel.vol,rel.vol,No
57,5720,weekly,Yes,Female,No,friend,friend,No
57,5721,weekly,Yes,Male,No,friend,friend,No
57,5722,yearly,No,Female,No,friend,friend,No
57,5723,monthly,No,Female,No,work,work,No
57,5724,monthly,No,Female,No,work,work,No
57,5725,monthly,No,Female,No,work,work,No
58,5801,daily,Yes,Female,Yes,spouse,imm.fam,No
58,5802,daily,Yes,Male,Yes,child,imm.fam,Yes
58,5803,yearly,No,Female,No,friend,friend,No
58,5804,monthly,No,Female,No,oth.fam,ext.fam,No
58,5805,monthly,No,Female,No,oth.fam,ext.fam,No
58,5806,weekly,Yes,Male,No,oth.fam,ext.fam,No
58,5807,weekly,Yes,Female,No,oth.fam,ext.fam,No
58,5808,weekly,Yes,Female,No,neighbor,neighbor,No
58,5809,weekly,Yes,Male,No,neighbor,neighbor,No
58,5810,weekly,Yes,Male,No,friend,friend,No
58,5811,weekly,Yes,Female,No,friend,friend,No
58,5812,weekly,Yes,Male,No,friend,friend,No
58,5813,weekly,Yes,Female,No,friend,friend,No
58,5814,weekly,Yes,Female,No,friend,friend,No
58,5815,weekly,Yes,Male,No,neighbor,neighbor,No
58,5816,weekly,Yes,Male,No,neighbor,neighbor,No
58,5817,monthly,No,Male,No,friend,friend,No
59,5901,daily,Yes,Female,Yes,spouse,imm.fam,No
59,5902,daily,Yes,Male,No,child,imm.fam,Yes
59,5903,daily,Yes,Male,No,child,imm.fam,Yes
59,5904,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
59,5905,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
59,5906,weekly,Yes,Male,No,friend,friend,No
59,5907,weekly,Yes,Male,No,friend,friend,No
59,5908,weekly,Yes,Male,No,friend,friend,No
59,5909,weekly,Yes,Male,No,friend,friend,No
59,5910,weekly,Yes,Male,No,neighbor,neighbor,No
60,6001,daily,Yes,Female,Yes,spouse,imm.fam,No
60,6002,daily,Yes,Male,No,child,imm.fam,Yes
60,6003,daily,Yes,Female,No,child,imm.fam,Yes
60,6004,daily,Yes,Female,No,child,imm.fam,Yes
60,6005,daily,Yes,Female,No,NA,NA,No
60,6006,daily,Yes,Male,No,NA,NA,No
60,6007,daily,Yes,Male,No,NA,NA,No
60,6008,monthly,No,Female,No,sibling,imm.fam,No
60,6009,weekly,Yes,Male,No,sibling,imm.fam,No
60,6010,monthly,No,Female,No,sib.in.law,ext.fam,No
60,6011,monthly,No,Male,No,sib.in.law,ext.fam,No
60,6012,monthly,No,Male,No,sib.in.law,ext.fam,No
60,6013,monthly,No,Female,No,sib.in.law,ext.fam,No
60,6014,monthly,No,Male,No,sib.in.law,ext.fam,No
60,6015,monthly,No,Female,No,sib.in.law,ext.fam,No
60,6016,monthly,No,Male,No,sib.in.law,ext.fam,No
60,6017,weekly,Yes,Male,No,friend,friend,No
60,6018,weekly,Yes,Female,No,friend,friend,No
60,6019,weekly,Yes,Male,No,friend,friend,No
60,6020,weekly,Yes,Female,No,friend,friend,No
60,6021,weekly,Yes,Male,No,friend,friend,No
60,6022,monthly,No,Female,No,friend,friend,No
60,6023,monthly,No,Male,No,friend,friend,No
60,6024,monthly,No,Female,No,friend,friend,No
61,6101,daily,Yes,Female,No,child,imm.fam,Yes
61,6102,weekly,Yes,Male,No,child,imm.fam,Yes
61,6103,weekly,Yes,Male,No,child,imm.fam,Yes
61,6104,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
61,6105,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
61,6106,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
61,6107,weekly,Yes,Female,No,neighbor,neighbor,No
61,6108,weekly,Yes,Male,No,neighbor,neighbor,No
61,6109,weekly,Yes,Male,No,neighbor,neighbor,No
61,6110,weekly,Yes,Female,No,neighbor,neighbor,No
61,6111,weekly,Yes,Female,No,neighbor,neighbor,No
61,6112,weekly,Yes,Female,No,neighbor,neighbor,No
61,6113,weekly,Yes,Female,No,neighbor,neighbor,No
62,6201,daily,Yes,Female,No,child,imm.fam,Yes
62,6202,daily,Yes,Male,No,child,imm.fam,Yes
62,6203,daily,Yes,Female,No,child,imm.fam,Yes
62,6204,daily,Yes,Male,No,child,imm.fam,Yes
62,6205,daily,Yes,Male,No,child,imm.fam,Yes
62,6206,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
62,6207,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
62,6208,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
62,6209,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
62,6210,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
62,6211,yearly,No,Male,No,oth.fam,ext.fam,Yes
62,6212,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
62,6213,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
62,6214,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
62,6215,daily,Yes,Male,No,sibling,imm.fam,No
62,6216,yearly,No,Male,No,spouse,imm.fam,No
62,6217,monthly,No,Female,No,oth.fam,ext.fam,Yes
62,6218,weekly,Yes,Female,No,rel.vol,rel.vol,No
62,6219,yearly,No,Female,No,rel.vol,rel.vol,No
63,6301,daily,Yes,Female,No,child,imm.fam,Yes
63,6302,weekly,Yes,Male,No,neighbor,neighbor,No
63,6303,weekly,Yes,Female,No,neighbor,neighbor,No
63,6304,daily,Yes,Female,No,sibling,imm.fam,No
63,6305,weekly,Yes,Male,No,sibling,imm.fam,No
63,6306,weekly,Yes,Female,No,rel.vol,rel.vol,No
63,6307,weekly,Yes,Female,No,rel.vol,rel.vol,No
63,6308,weekly,Yes,Female,No,rel.vol,rel.vol,No
64,6401,daily,Yes,Female,No,child,imm.fam,Yes
64,6402,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
64,6403,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
64,6404,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
64,6405,yearly,No,Female,No,sibling,imm.fam,No
64,6406,yearly,No,Female,No,sibling,imm.fam,No
64,6407,monthly,No,Female,No,oth.fam,ext.fam,No
64,6408,weekly,Yes,Female,No,friend,friend,No
65,6501,daily,Yes,Female,Yes,spouse,imm.fam,No
65,6502,monthly,No,Female,No,child,imm.fam,Yes
65,6503,weekly,Yes,Female,No,child,imm.fam,Yes
65,6504,yearly,No,Male,No,child,imm.fam,Yes
65,6505,monthly,No,Male,No,child.in.law,imm.fam,Yes
65,6506,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
65,6507,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
65,6508,weekly,Yes,Female,No,oth.fam,ext.fam,No
65,6509,weekly,Yes,Female,No,sibling,imm.fam,No
65,6510,monthly,No,Female,No,oth.fam,ext.fam,Yes
65,6511,monthly,No,Female,No,oth.fam,ext.fam,No
65,6512,monthly,No,Female,No,oth.fam,ext.fam,No
65,6513,yearly,No,Male,No,friend,friend,No
65,6514,monthly,No,Male,No,friend,friend,No
65,6515,monthly,No,Male,No,friend,friend,No
65,6516,monthly,No,Male,No,friend,friend,No
65,6517,monthly,No,Male,No,other,other,No
65,6518,monthly,No,Female,No,other,other,No
65,6519,monthly,No,Male,No,other,other,No
65,6520,daily,Yes,Male,No,work,work,No
65,6521,daily,Yes,Male,No,work,work,No
65,6522,daily,Yes,Female,No,work,work,No
65,6523,daily,Yes,Male,No,work,work,No
65,6524,daily,Yes,Male,No,neighbor,neighbor,No
66,6601,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6602,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6603,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6604,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6605,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6606,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6607,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6608,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6609,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6610,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6611,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6612,daily,Yes,Female,Yes,rel.vol,rel.vol,No
66,6613,weekly,Yes,Female,No,sibling,imm.fam,No
66,6614,monthly,No,Female,No,sib.in.law,ext.fam,No
66,6615,monthly,No,Female,No,oth.fam,ext.fam,Yes
66,6616,monthly,No,Female,No,oth.fam,ext.fam,Yes
66,6617,monthly,No,Female,No,oth.fam,ext.fam,Yes
66,6618,weekly,Yes,Female,No,work,work,No
66,6619,weekly,Yes,Female,No,work,work,No
66,6620,weekly,Yes,Female,No,work,work,No
66,6621,weekly,Yes,Female,No,work,work,No
66,6622,weekly,Yes,Female,No,work,work,No
66,6623,weekly,Yes,Female,No,rel.vol,rel.vol,No
66,6624,weekly,Yes,Female,No,rel.vol,rel.vol,No
66,6625,weekly,Yes,Male,No,rel.vol,rel.vol,No
66,6626,weekly,Yes,Male,No,rel.vol,rel.vol,No
66,6627,weekly,Yes,Female,No,rel.vol,rel.vol,No
66,6628,monthly,No,Female,No,friend,friend,No
66,6629,monthly,No,Female,No,friend,friend,No
67,6701,daily,Yes,Female,Yes,spouse,imm.fam,No
67,6702,daily,Yes,Female,No,child,imm.fam,Yes
67,6703,daily,Yes,Male,No,child,imm.fam,Yes
67,6704,daily,Yes,Male,No,child,imm.fam,Yes
67,6705,daily,Yes,Male,No,sibling,imm.fam,No
67,6706,weekly,Yes,Female,No,sibling,imm.fam,No
67,6707,daily,Yes,Male,No,sibling,imm.fam,No
67,6708,yearly,No,Female,No,sibling,imm.fam,No
67,6709,daily,Yes,Male,No,sibling,imm.fam,No
67,6710,daily,Yes,Male,No,sibling,imm.fam,No
67,6711,daily,Yes,Female,No,sib.in.law,ext.fam,No
67,6712,daily,Yes,Male,No,sib.in.law,ext.fam,No
67,6713,daily,Yes,Male,No,sib.in.law,ext.fam,No
67,6714,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
67,6715,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
67,6716,daily,Yes,Female,No,oth.fam,ext.fam,Yes
67,6717,daily,Yes,Male,No,oth.fam,ext.fam,Yes
67,6718,daily,Yes,Female,No,oth.fam,ext.fam,Yes
67,6719,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
67,6720,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
67,6721,monthly,No,Male,No,work,work,No
67,6722,yearly,No,Male,No,work,work,No
67,6723,yearly,No,Male,No,rel.vol,rel.vol,No
67,6724,yearly,No,Male,No,rel.vol,rel.vol,No
67,6725,yearly,No,Male,No,rel.vol,rel.vol,No
68,6801,daily,Yes,Female,Yes,spouse,imm.fam,No
68,6802,weekly,Yes,Female,No,child,imm.fam,Yes
68,6803,weekly,Yes,Male,No,child,imm.fam,Yes
68,6804,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
68,6805,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
68,6806,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
68,6807,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
68,6808,yearly,No,Male,No,oth.fam,ext.fam,No
68,6809,yearly,No,Female,No,oth.fam,ext.fam,No
68,6810,yearly,No,Male,No,sib.in.law,ext.fam,No
68,6811,yearly,No,Male,No,work,work,No
68,6812,yearly,No,Male,No,work,work,No
68,6813,weekly,Yes,Male,No,rel.vol,rel.vol,No
68,6814,monthly,No,Male,No,friend,friend,No
68,6815,monthly,No,Male,No,oth.fam,ext.fam,Yes
69,6901,daily,Yes,Female,Yes,spouse,imm.fam,No
69,6902,daily,Yes,Female,No,child,imm.fam,Yes
69,6903,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
69,6904,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
69,6905,yearly,No,Female,No,oth.fam,ext.fam,Yes
69,6906,monthly,No,Male,No,work,work,No
70,7001,monthly,No,Female,No,oth.fam,ext.fam,Yes
70,7002,yearly,No,Female,No,oth.fam,ext.fam,Yes
70,7003,yearly,No,Female,No,oth.fam,ext.fam,Yes
70,7004,monthly,No,Female,No,sib.in.law,ext.fam,No
70,7005,yearly,No,Female,No,sib.in.law,ext.fam,No
70,7006,daily,Yes,Male,No,neighbor,neighbor,No
70,7007,weekly,Yes,Male,No,work,work,No
70,7008,daily,Yes,Female,No,friend,friend,No
70,7009,daily,Yes,Female,No,friend,friend,No
70,7010,daily,Yes,Female,No,friend,friend,No
70,7011,daily,Yes,Female,No,friend,friend,No
70,7012,daily,Yes,Male,No,friend,friend,No
70,7013,daily,Yes,Male,No,friend,friend,No
70,7014,daily,Yes,Male,No,friend,friend,No
71,7101,monthly,No,Female,No,work,work,No
71,7102,yearly,No,Female,No,work,work,No
71,7103,weekly,Yes,Female,No,rel.vol,rel.vol,No
71,7104,daily,Yes,Female,No,friend,friend,No
71,7105,daily,Yes,Female,No,friend,friend,No
71,7106,daily,Yes,Female,No,friend,friend,No
72,7201,yearly,No,Male,No,sibling,imm.fam,No
72,7202,yearly,No,Male,No,sibling,imm.fam,No
72,7203,yearly,No,Female,No,neighbor,neighbor,No
72,7204,monthly,No,Male,No,other,other,No
72,7205,yearly,No,Female,No,other,other,No
72,7206,yearly,No,Female,No,other,other,No
73,7301,daily,Yes,Male,Yes,spouse,imm.fam,No
73,7302,yearly,No,Male,No,child,imm.fam,Yes
73,7303,monthly,No,Female,No,child,imm.fam,Yes
73,7304,yearly,No,Female,No,child.in.law,imm.fam,Yes
73,7305,yearly,No,Female,No,oth.fam,ext.fam,Yes
73,7306,yearly,No,Male,No,oth.fam,ext.fam,Yes
73,7307,yearly,No,Female,No,oth.fam,ext.fam,Yes
73,7308,yearly,No,Female,No,oth.fam,ext.fam,Yes
73,7309,monthly,No,Female,No,sibling,imm.fam,No
