ego_id,alter_id,freq.rec,week.daily,alter.sex,alter.cores,role,role.rec,intgen
73,7310,monthly,No,Female,No,oth.fam,ext.fam,Yes
73,7311,weekly,Yes,Female,No,friend,friend,No
73,7312,weekly,Yes,Female,No,friend,friend,No
73,7313,weekly,Yes,Female,No,friend,friend,No
73,7314,weekly,Yes,Female,No,friend,friend,No
73,7315,weekly,Yes,Female,No,friend,friend,No
73,7316,weekly,Yes,Female,No,friend,friend,No
73,7317,weekly,Yes,Female,No,friend,friend,No
73,7318,monthly,No,Female,No,friend,friend,No
73,7319,yearly,No,Female,No,friend,friend,No
75,7501,daily,Yes,Male,Yes,spouse,imm.fam,No
75,7502,monthly,No,Female,No,child,imm.fam,Yes
75,7503,monthly,No,Male,No,spouse,imm.fam,No
75,7504,monthly,No,Female,No,oth.fam,ext.fam,Yes
75,7505,monthly,No,Male,No,oth.fam,ext.fam,Yes
75,7506,daily,Yes,Female,No,oth.fam,ext.fam,No
75,7507,weekly,Yes,Female,No,neighbor,neighbor,No
75,7508,daily,Yes,Female,No,neighbor,neighbor,No
75,7509,weekly,Yes,Female,No,neighbor,neighbor,No
75,7510,weekly,Yes,Female,No,neighbor,neighbor,No
75,7511,monthly,No,Female,No,other,other,No
75,7512,monthly,No,Female,No,other,other,No
75,7513,monthly,No,Female,No,other,other,No
75,7514,monthly,No,Female,No,other,other,No
75,7515,weekly,Yes,Female,No,rel.vol,rel.vol,No
75,7516,weekly,Yes,Female,No,rel.vol,rel.vol,No
75,7517,weekly,Yes,Female,No,rel.vol,rel.vol,No
75,7518,weekly,Yes,Female,No,rel.vol,rel.vol,No
76,7601,daily,Yes,Male,Yes,spouse,imm.fam,No
76,7602,weekly,Yes,Female,No,child,imm.fam,Yes
76,7603,weekly,Yes,Male,No,child,imm.fam,Yes
76,7604,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
76,7605,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
76,7606,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
76,7607,monthly,No,Female,No,oth.fam,ext.fam,Yes
76,7608,monthly,No,Male,No,oth.fam,ext.fam,Yes
76,7609,daily,Yes,Female,No,neighbor,neighbor,No
76,7610,daily,Yes,Female,No,neighbor,neighbor,No
76,7611,daily,Yes,Female,No,neighbor,neighbor,No
76,7612,weekly,Yes,Female,No,neighbor,neighbor,No
76,7613,weekly,Yes,Female,No,neighbor,neighbor,No
76,7614,weekly,Yes,Female,No,neighbor,neighbor,No
76,7615,yearly,No,Female,No,work,work,No
76,7616,yearly,No,Female,No,work,work,No
76,7617,yearly,No,Female,No,work,work,No
76,7618,yearly,No,Female,No,work,work,No
77,7701,daily,Yes,Male,No,child,imm.fam,Yes
77,7702,daily,Yes,Male,No,child,imm.fam,Yes
77,7703,daily,Yes,Female,No,child.in.law,imm.fam,Yes
77,7704,daily,Yes,Female,No,child.in.law,imm.fam,Yes
77,7705,monthly,No,Male,No,sibling,imm.fam,No
77,7706,monthly,No,Female,No,sib.in.law,ext.fam,No
77,7707,yearly,No,Male,No,oth.fam,ext.fam,Yes
77,7708,yearly,No,Female,No,oth.fam,ext.fam,Yes
77,7709,daily,Yes,Female,No,work,work,No
77,7710,monthly,No,Male,No,friend,friend,No
77,7711,yearly,No,Female,No,friend,friend,No
78,7801,daily,Yes,Male,Yes,spouse,imm.fam,No
78,7802,monthly,No,Female,No,child,imm.fam,Yes
78,7803,monthly,No,Female,No,child,imm.fam,Yes
78,7804,monthly,No,Male,No,child.in.law,imm.fam,Yes
78,7805,monthly,No,Male,No,child.in.law,imm.fam,Yes
78,7806,daily,Yes,Female,No,sib.in.law,ext.fam,No
78,7807,monthly,No,Male,No,oth.fam,ext.fam,Yes
78,7808,monthly,No,Female,No,oth.fam,ext.fam,Yes
78,7809,monthly,No,Female,No,rel.vol,rel.vol,No
78,7810,monthly,No,Male,No,rel.vol,rel.vol,No
78,7811,monthly,No,Female,No,rel.vol,rel.vol,No
78,7812,monthly,No,Female,No,rel.vol,rel.vol,No
79,7901,daily,Yes,Female,Yes,child,imm.fam,Yes
79,7902,yearly,No,Female,No,child,imm.fam,Yes
79,7903,yearly,No,Male,No,child,imm.fam,Yes
79,7904,weekly,Yes,Female,No,child,imm.fam,Yes
79,7905,yearly,No,Male,No,child.in.law,imm.fam,Yes
79,7906,yearly,No,Female,No,child.in.law,imm.fam,Yes
79,7907,monthly,No,Male,No,child.in.law,imm.fam,Yes
79,7908,yearly,No,Female,No,oth.fam,ext.fam,Yes
79,7909,yearly,No,Female,No,oth.fam,ext.fam,Yes
79,7910,weekly,Yes,Female,No,neighbor,neighbor,No
79,7911,yearly,No,Male,No,other,other,No
80,8001,daily,Yes,Male,Yes,spouse,imm.fam,No
80,8002,daily,Yes,Female,No,sibling,imm.fam,No
80,8003,daily,Yes,Female,No,sib.in.law,ext.fam,No
80,8004,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
80,8005,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
80,8006,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
80,8007,daily,Yes,Male,No,neighbor,neighbor,No
80,8008,daily,Yes,Female,No,neighbor,neighbor,No
80,8009,weekly,Yes,Male,No,rel.vol,rel.vol,No
80,8010,weekly,Yes,Female,No,rel.vol,rel.vol,No
80,8011,daily,Yes,Male,No,rel.vol,rel.vol,No
80,8012,weekly,Yes,Male,No,rel.vol,rel.vol,No
81,8101,daily,Yes,Female,Yes,spouse,imm.fam,No
81,8102,monthly,No,Male,No,sib.in.law,ext.fam,No
81,8103,monthly,No,Male,No,oth.fam,ext.fam,No
81,8104,monthly,No,Female,No,oth.fam,ext.fam,No
81,8105,monthly,No,Female,No,oth.fam,ext.fam,No
81,8106,monthly,No,Female,No,oth.fam,ext.fam,No
81,8107,daily,Yes,Female,No,neighbor,neighbor,No
81,8108,monthly,No,Male,No,work,work,No
81,8109,weekly,Yes,Female,No,friend,friend,No
81,8110,weekly,Yes,Male,No,friend,friend,No
82,8201,daily,Yes,Female,Yes,spouse,imm.fam,No
82,8202,daily,Yes,Male,Yes,child,imm.fam,Yes
82,8203,weekly,Yes,Male,No,child,imm.fam,Yes
82,8204,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
82,8205,daily,Yes,Male,No,neighbor,neighbor,No
82,8206,daily,Yes,Male,No,neighbor,neighbor,No
82,8207,daily,Yes,Male,No,neighbor,neighbor,No
83,8301,yearly,No,Male,No,oth.fam,ext.fam,Yes
83,8302,yearly,No,Female,No,oth.fam,ext.fam,Yes
83,8303,monthly,No,Female,No,oth.fam,ext.fam,Yes
83,8304,yearly,No,Male,No,oth.fam,ext.fam,Yes
83,8305,yearly,No,Male,No,oth.fam,ext.fam,Yes
83,8306,monthly,No,Female,No,oth.fam,ext.fam,Yes
83,8307,weekly,Yes,Female,No,friend,friend,No
83,8308,weekly,Yes,Male,No,friend,friend,No
84,8401,daily,Yes,Female,Yes,spouse,imm.fam,No
84,8402,monthly,No,Female,No,sib.in.law,ext.fam,No
84,8403,monthly,No,Male,No,sib.in.law,ext.fam,No
84,8404,weekly,Yes,Male,No,work,work,No
84,8405,weekly,Yes,Male,No,friend,friend,No
84,8406,weekly,Yes,Male,No,friend,friend,No
85,8501,daily,Yes,Female,Yes,spouse,imm.fam,No
85,8502,daily,Yes,Female,Yes,child,imm.fam,Yes
85,8503,daily,Yes,Male,Yes,oth.fam,ext.fam,Yes
85,8504,daily,Yes,Male,Yes,oth.fam,ext.fam,Yes
85,8505,daily,Yes,Female,No,child,imm.fam,Yes
85,8506,daily,Yes,Female,No,oth.fam,ext.fam,Yes
85,8507,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
85,8508,weekly,Yes,Male,No,friend,friend,No
85,8509,daily,Yes,Male,No,friend,friend,No
85,8510,monthly,No,Male,No,friend,friend,No
86,8601,daily,Yes,Female,Yes,spouse,imm.fam,No
86,8602,daily,Yes,Female,Yes,child,imm.fam,Yes
86,8603,weekly,Yes,Female,No,child,imm.fam,Yes
86,8604,yearly,No,Male,No,child.in.law,imm.fam,Yes
86,8605,daily,Yes,Female,No,oth.fam,ext.fam,Yes
86,8606,daily,Yes,Female,No,oth.fam,ext.fam,Yes
86,8607,yearly,No,Male,No,sibling,imm.fam,No
86,8608,yearly,No,Female,No,sibling,imm.fam,No
86,8609,yearly,No,Male,No,sibling,imm.fam,No
86,8610,yearly,No,Male,No,sibling,imm.fam,No
86,8611,monthly,No,Male,No,work,work,No
86,8612,monthly,No,Male,No,work,work,No
86,8613,monthly,No,Male,No,friend,friend,No
87,8701,monthly,No,Female,No,sibling,imm.fam,No
87,8702,yearly,No,Female,No,sibling,imm.fam,No
87,8703,yearly,No,Female,No,sibling,imm.fam,No
87,8704,yearly,No,Male,No,sibling,imm.fam,No
87,8705,monthly,No,Female,No,rel.vol,rel.vol,No
87,8706,monthly,No,Male,No,other,other,No
87,8707,monthly,No,Female,No,other,other,No
88,8801,daily,Yes,Female,No,child,imm.fam,Yes
88,8802,weekly,Yes,Male,No,child,imm.fam,Yes
88,8803,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
88,8804,monthly,No,Female,No,child.in.law,imm.fam,Yes
88,8805,weekly,Yes,Female,No,sibling,imm.fam,No
88,8806,weekly,Yes,Male,No,sibling,imm.fam,No
88,8807,monthly,No,Female,No,sibling,imm.fam,No
88,8808,monthly,No,Female,No,sib.in.law,ext.fam,No
89,8901,monthly,No,Male,No,child,imm.fam,Yes
89,8902,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
89,8903,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
89,8904,monthly,No,Male,No,sibling,imm.fam,No
89,8905,monthly,No,Female,No,friend,friend,No
89,8906,weekly,Yes,Female,No,friend,friend,No
89,8907,weekly,Yes,Female,No,friend,friend,No
89,8908,weekly,Yes,Female,No,friend,friend,No
90,9001,daily,Yes,Male,Yes,spouse,imm.fam,No
90,9002,weekly,Yes,Male,No,friend,friend,No
90,9003,weekly,Yes,Male,No,friend,friend,No
90,9004,weekly,Yes,Female,No,friend,friend,No
91,9101,daily,Yes,Female,Yes,oth.fam,ext.fam,Yes
91,9102,daily,Yes,Female,No,sibling,imm.fam,No
91,9103,monthly,No,Female,No,oth.fam,ext.fam,Yes
91,9104,monthly,No,Female,No,oth.fam,ext.fam,Yes
91,9105,monthly,No,Female,No,oth.fam,ext.fam,Yes
91,9106,weekly,Yes,Female,No,neighbor,neighbor,No
91,9107,weekly,Yes,Male,No,neighbor,neighbor,No
91,9108,monthly,No,Female,No,work,work,No
91,9109,weekly,Yes,Female,No,rel.vol,rel.vol,No
91,9110,weekly,Yes,Female,No,rel.vol,rel.vol,No
91,9111,weekly,Yes,Female,No,rel.vol,rel.vol,No
91,9112,weekly,Yes,Female,No,rel.vol,rel.vol,No
91,9113,weekly,Yes,Female,No,friend,friend,No
91,9114,weekly,Yes,Female,No,friend,friend,No
92,9201,daily,Yes,Male,Yes,sibling,imm.fam,No
92,9202,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
92,9203,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
92,9204,daily,Yes,Female,No,oth.fam,ext.fam,Yes
92,9205,weekly,Yes,Female,No,work,work,No
92,9206,weekly,Yes,Female,No,rel.vol,rel.vol,No
92,9207,weekly,Yes,Female,No,rel.vol,rel.vol,No
93,9301,daily,Yes,Female,Yes,spouse,imm.fam,No
93,9302,weekly,Yes,Male,No,child,imm.fam,Yes
93,9303,weekly,Yes,Female,No,child,imm.fam,Yes
93,9304,weekly,Yes,Male,No,child,imm.fam,Yes
93,9305,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
93,9306,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
93,9307,monthly,No,Female,No,oth.fam,ext.fam,Yes
93,9308,monthly,No,Female,No,oth.fam,ext.fam,Yes
93,9309,monthly,No,Female,No,oth.fam,ext.fam,Yes
93,9310,monthly,No,Female,No,oth.fam,ext.fam,Yes
93,9311,monthly,No,Male,No,oth.fam,ext.fam,Yes
93,9312,weekly,Yes,Male,No,sibling,imm.fam,No
93,9313,monthly,No,Female,No,sib.in.law,ext.fam,No
93,9314,weekly,Yes,Female,No,sib.in.law,ext.fam,No
93,9315,monthly,No,Female,No,sib.in.law,ext.fam,No
93,9316,weekly,Yes,Female,No,neighbor,neighbor,No
93,9317,monthly,No,Male,No,friend,friend,No
93,9318,yearly,No,Male,No,friend,friend,No
93,9319,yearly,No,Female,No,friend,friend,No
94,9401,weekly,Yes,Male,No,sibling,imm.fam,No
94,9402,weekly,Yes,Male,No,sibling,imm.fam,No
94,9403,yearly,No,Male,No,oth.fam,ext.fam,Yes
94,9404,daily,Yes,Male,No,work,work,No
94,9405,daily,Yes,Male,No,work,work,No
94,9406,daily,Yes,Male,No,work,work,No
95,9501,yearly,No,Female,No,child,imm.fam,Yes
95,9502,yearly,No,Male,No,child.in.law,imm.fam,Yes
95,9503,yearly,No,Female,No,oth.fam,ext.fam,Yes
95,9504,daily,Yes,Female,No,neighbor,neighbor,No
95,9505,monthly,No,Female,No,rel.vol,rel.vol,No
95,9506,monthly,No,Female,No,rel.vol,rel.vol,No
95,9507,monthly,No,Female,No,rel.vol,rel.vol,No
95,9508,monthly,No,Female,No,rel.vol,rel.vol,No
95,9509,monthly,No,Male,No,rel.vol,rel.vol,No
95,9510,monthly,No,Male,No,rel.vol,rel.vol,No
96,9601,daily,Yes,Female,Yes,child,imm.fam,Yes
96,9602,daily,Yes,Male,Yes,child.in.law,imm.fam,Yes
96,9603,weekly,Yes,Male,Yes,oth.fam,ext.fam,Yes
96,9604,daily,Yes,Female,Yes,oth.fam,ext.fam,Yes
96,9605,daily,Yes,Female,Yes,oth.fam,ext.fam,Yes
96,9606,monthly,No,Female,No,sibling,imm.fam,No
96,9607,monthly,No,Female,No,neighbor,neighbor,No
96,9608,weekly,Yes,Female,No,work,work,No
96,9609,weekly,Yes,Female,No,rel.vol,rel.vol,No
96,9610,weekly,Yes,Female,No,rel.vol,rel.vol,No
96,9611,weekly,Yes,Female,No,friend,friend,No
96,9612,weekly,Yes,Female,No,friend,friend,No
96,9613,weekly,Yes,Female,No,friend,friend,No
97,9701,weekly,Yes,Female,No,child,imm.fam,Yes
97,9702,weekly,Yes,Male,No,child,imm.fam,Yes
97,9703,weekly,Yes,Male,No,child,imm.fam,Yes
97,9704,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
97,9705,monthly,No,Female,No,oth.fam,ext.fam,Yes
97,9706,monthly,No,Female,No,oth.fam,ext.fam,Yes
97,9707,monthly,No,Male,No,oth.fam,ext.fam,Yes
97,9708,monthly,No,Male,No,oth.fam,ext.fam,Yes
97,9709,monthly,No,Female,No,sibling,imm.fam,No
97,9710,yearly,No,Male,No,friend,friend,No
97,9711,yearly,No,Female,No,friend,friend,No
98,9801,weekly,Yes,Female,No,child,imm.fam,Yes
98,9802,weekly,Yes,Female,No,child,imm.fam,Yes
98,9803,monthly,No,Male,No,child,imm.fam,Yes
98,9804,monthly,No,Male,No,child,imm.fam,Yes
98,9805,monthly,No,Female,No,child.in.law,imm.fam,Yes
98,9806,yearly,No,Female,No,child.in.law,imm.fam,Yes
98,9807,yearly,No,Female,No,oth.fam,ext.fam,Yes
98,9808,yearly,No,Female,No,oth.fam,ext.fam,Yes
98,9809,yearly,No,Female,No,friend,friend,No
99,9901,daily,Yes,Male,No,sibling,imm.fam,No
99,9902,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
99,9903,weekly,Yes,Female,No,oth.fam,ext.fam,No
99,9904,weekly,Yes,Female,No,oth.fam,ext.fam,No
99,9905,weekly,Yes,Male,No,oth.fam,ext.fam,No
100,10001,weekly,Yes,Female,No,child,imm.fam,Yes
100,10002,weekly,Yes,Female,No,child,imm.fam,Yes
100,10003,weekly,Yes,Male,No,child,imm.fam,Yes
100,10004,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
100,10005,monthly,No,Female,No,sib.in.law,ext.fam,No
100,10006,weekly,Yes,Male,No,sibling,imm.fam,No
100,10007,weekly,Yes,Female,No,neighbor,neighbor,No
100,10008,monthly,No,Female,No,friend,friend,No
100,10009,monthly,No,Female,No,rel.vol,rel.vol,No
100,10010,yearly,No,Male,No,friend,friend,No
100,10011,yearly,No,Female,No,friend,friend,No
101,10101,yearly,No,Female,No,child,imm.fam,Yes
101,10102,yearly,No,Female,No,child,imm.fam,Yes
101,10103,yearly,No,Female,No,child,imm.fam,Yes
102,10201,daily,Yes,Female,Yes,spouse,imm.fam,No
102,10202,weekly,Yes,Female,Yes,child,imm.fam,Yes
102,10203,daily,Yes,Female,No,child,imm.fam,Yes
102,10204,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
102,10205,weekly,Yes,Male,No,oth.fam,ext.fam,No
102,10206,monthly,No,Male,No,sibling,imm.fam,No
102,10207,monthly,No,Male,No,oth.fam,ext.fam,Yes
102,10208,weekly,Yes,Male,No,neighbor,neighbor,No
102,10209,yearly,No,Male,No,work,work,No
102,10210,weekly,Yes,Male,No,friend,friend,No
103,10301,daily,Yes,Female,Yes,spouse,imm.fam,No
103,10302,weekly,Yes,Male,No,child,imm.fam,Yes
103,10303,weekly,Yes,Male,No,child,imm.fam,Yes
103,10304,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
103,10305,monthly,No,Female,No,child.in.law,imm.fam,Yes
103,10306,yearly,No,Male,No,work,work,No
103,10307,yearly,No,Male,No,work,work,No
103,10308,monthly,No,Female,No,sibling,imm.fam,No
103,10309,weekly,Yes,Female,No,sib.in.law,ext.fam,No
103,10310,weekly,Yes,Male,No,friend,friend,No
104,10401,yearly,No,Male,No,child,imm.fam,Yes
104,10402,weekly,Yes,Male,No,child,imm.fam,Yes
104,10403,yearly,No,Male,No,child.in.law,imm.fam,Yes
104,10404,yearly,No,Female,No,child.in.law,imm.fam,Yes
104,10405,yearly,No,Male,No,sibling,imm.fam,No
104,10406,yearly,No,Male,No,sibling,imm.fam,No
104,10407,yearly,No,Male,No,sibling,imm.fam,No
104,10408,weekly,Yes,Male,No,friend,friend,No
105,10501,daily,Yes,Male,Yes,spouse,imm.fam,No
105,10502,weekly,Yes,Female,No,oth.fam,ext.fam,No
105,10503,monthly,No,Female,No,oth.fam,ext.fam,No
105,10504,monthly,No,Female,No,oth.fam,ext.fam,No
105,10505,daily,Yes,Female,No,neighbor,neighbor,No
105,10506,weekly,Yes,Female,No,neighbor,neighbor,No
105,10507,monthly,No,Female,No,work,work,No
105,10508,monthly,No,Female,No,work,work,No
105,10509,monthly,No,Male,No,work,work,No
105,10510,monthly,No,Female,No,work,work,No
105,10511,monthly,No,Female,No,work,work,No
105,10512,weekly,Yes,Female,No,rel.vol,rel.vol,No
106,10601,daily,Yes,Female,Yes,spouse,imm.fam,No
106,10602,weekly,Yes,Male,No,child,imm.fam,Yes
106,10603,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
106,10604,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
106,10605,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
106,10606,monthly,No,Male,No,oth.fam,ext.fam,No
106,10607,monthly,No,Female,No,oth.fam,ext.fam,No
106,10608,monthly,No,Female,No,friend,friend,No
106,10609,monthly,No,Female,No,friend,friend,No
106,10610,daily,Yes,Male,No,rel.vol,rel.vol,No
107,10701,monthly,No,Male,No,child,imm.fam,Yes
107,10702,weekly,Yes,Male,No,child,imm.fam,Yes
107,10703,monthly,No,Female,No,child.in.law,imm.fam,Yes
107,10704,monthly,No,Female,No,child.in.law,imm.fam,Yes
107,10705,monthly,No,Female,No,oth.fam,ext.fam,Yes
107,10706,monthly,No,Male,No,oth.fam,ext.fam,Yes
107,10707,monthly,No,Female,No,oth.fam,ext.fam,Yes
107,10708,daily,Yes,Female,No,oth.fam,ext.fam,Yes
107,10709,daily,Yes,Female,No,oth.fam,ext.fam,Yes
107,10710,daily,Yes,Male,No,oth.fam,ext.fam,Yes
107,10711,daily,Yes,Female,No,sib.in.law,ext.fam,No
107,10712,yearly,No,Male,No,rel.vol,rel.vol,No
107,10713,yearly,No,Male,No,rel.vol,rel.vol,No
107,10714,yearly,No,Male,No,rel.vol,rel.vol,No
107,10715,yearly,No,Male,No,rel.vol,rel.vol,No
108,10801,monthly,No,Female,No,oth.fam,ext.fam,No
108,10802,monthly,No,Female,No,oth.fam,ext.fam,Yes
108,10803,weekly,Yes,Female,No,rel.vol,rel.vol,No
108,10804,weekly,Yes,Male,No,rel.vol,rel.vol,No
108,10805,monthly,No,Female,No,friend,friend,No
109,10901,daily,Yes,Female,No,child,imm.fam,Yes
109,10902,weekly,Yes,Male,No,child,imm.fam,Yes
109,10903,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
109,10904,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
109,10905,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
109,10906,monthly,No,Male,No,oth.fam,ext.fam,Yes
109,10907,daily,Yes,Female,No,friend,friend,No
110,11001,daily,Yes,Male,Yes,spouse,imm.fam,No
110,11002,daily,Yes,Female,No,child,imm.fam,Yes
110,11003,daily,Yes,Female,No,child,imm.fam,Yes
110,11004,monthly,No,Male,No,child.in.law,imm.fam,Yes
110,11005,monthly,No,Male,No,child.in.law,imm.fam,Yes
110,11006,monthly,No,Female,No,oth.fam,ext.fam,Yes
110,11007,monthly,No,Female,No,oth.fam,ext.fam,Yes
110,11008,monthly,No,Female,No,oth.fam,ext.fam,Yes
110,11009,monthly,No,Male,No,oth.fam,ext.fam,Yes
110,11010,weekly,Yes,Female,No,neighbor,neighbor,No
110,11011,weekly,Yes,Female,No,neighbor,neighbor,No
110,11012,weekly,Yes,Female,No,neighbor,neighbor,No
111,11101,daily,Yes,Male,No,neighbor,neighbor,No
111,11102,daily,Yes,Female,No,neighbor,neighbor,No
111,11103,weekly,Yes,Male,No,friend,friend,No
111,11104,weekly,Yes,Female,No,friend,friend,No
111,11105,weekly,Yes,Male,No,friend,friend,No
111,11106,weekly,Yes,Female,No,friend,friend,No
111,11107,weekly,Yes,Male,No,friend,friend,No
111,11108,weekly,Yes,Female,No,friend,friend,No
111,11109,daily,Yes,Male,No,friend,friend,No
111,11110,weekly,Yes,Female,No,friend,friend,No
111,11111,daily,Yes,Male,No,friend,friend,No
111,11112,weekly,Yes,Female,No,friend,friend,No
111,11113,daily,Yes,Male,No,friend,friend,No
111,11114,weekly,Yes,Male,No,friend,friend,No
112,11201,daily,Yes,Female,Yes,spouse,imm.fam,No
112,11202,yearly,No,Female,No,oth.fam,ext.fam,No
112,11203,yearly,No,Female,No,oth.fam,ext.fam,No
112,11204,weekly,Yes,Female,No,sib.in.law,ext.fam,No
112,11205,weekly,Yes,Male,No,friend,friend,No
112,11206,weekly,Yes,Female,No,friend,friend,No
112,11207,monthly,No,Male,No,friend,friend,No
112,11208,monthly,No,Male,No,friend,friend,No
112,11209,monthly,No,Male,No,friend,friend,No
113,11301,daily,Yes,Male,Yes,spouse,imm.fam,No
113,11302,weekly,Yes,Female,No,child,imm.fam,Yes
113,11303,daily,Yes,Female,No,child,imm.fam,Yes
113,11304,weekly,Yes,Female,No,child,imm.fam,Yes
113,11305,weekly,Yes,Female,No,child,imm.fam,Yes
113,11306,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
113,11307,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
113,11308,monthly,No,Male,No,child.in.law,imm.fam,Yes
113,11309,daily,Yes,Male,No,neighbor,neighbor,No
113,11310,weekly,Yes,Female,No,neighbor,neighbor,No
113,11311,weekly,Yes,Female,No,rel.vol,rel.vol,No
113,11312,weekly,Yes,Male,No,rel.vol,rel.vol,No
113,11313,weekly,Yes,Male,No,rel.vol,rel.vol,No
114,11401,weekly,Yes,Male,No,child,imm.fam,Yes
114,11402,weekly,Yes,Male,No,child,imm.fam,Yes
114,11403,daily,Yes,Female,No,child,imm.fam,Yes
114,11404,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
114,11405,monthly,No,Female,No,child.in.law,imm.fam,Yes
114,11406,weekly,Yes,Male,No,child.in.law,imm.fam,Yes
114,11407,weekly,Yes,Female,No,oth.fam,ext.fam,Yes
114,11408,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
114,11409,daily,Yes,Female,No,neighbor,neighbor,No
114,11410,daily,Yes,Female,No,neighbor,neighbor,No
114,11411,daily,Yes,Female,No,neighbor,neighbor,No
114,11412,daily,Yes,Female,No,friend,friend,No
115,11501,daily,Yes,Male,Yes,spouse,imm.fam,No
115,11502,monthly,No,Female,No,child,imm.fam,Yes
115,11503,weekly,Yes,Male,No,child,imm.fam,Yes
115,11504,weekly,Yes,Female,No,child,imm.fam,Yes
115,11505,monthly,No,Male,No,child.in.law,imm.fam,Yes
115,11506,monthly,No,Male,No,child.in.law,imm.fam,Yes
115,11507,monthly,No,Male,No,oth.fam,ext.fam,Yes
115,11508,monthly,No,Male,No,oth.fam,ext.fam,Yes
115,11509,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
115,11510,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
115,11511,weekly,Yes,Male,No,oth.fam,ext.fam,Yes
115,11512,monthly,No,Male,No,friend,friend,No
115,11513,weekly,Yes,Female,No,friend,friend,No
115,11514,monthly,No,Male,No,friend,friend,No
115,11515,weekly,Yes,Female,No,friend,friend,No
115,11516,monthly,No,Male,No,friend,friend,No
115,11517,weekly,Yes,Female,No,friend,friend,No
115,11518,monthly,No,Male,No,friend,friend,No
115,11519,monthly,No,Female,No,friend,friend,No
116,11601,daily,Yes,Female,Yes,spouse,imm.fam,No
116,11602,daily,Yes,Female,Yes,child,imm.fam,Yes
116,11603,weekly,Yes,Female,No,child,imm.fam,Yes
116,11604,monthly,No,Male,No,child.in.law,imm.fam,Yes
116,11605,yearly,No,Female,No,sibling,imm.fam,No
116,11606,yearly,No,Female,No,sibling,imm.fam,No
116,11607,daily,Yes,Male,No,neighbor,neighbor,No
116,11608,monthly,No,Male,No,rel.vol,rel.vol,No
116,11609,monthly,No,Male,No,rel.vol,rel.vol,No
116,11610,weekly,Yes,Male,No,friend,friend,No
116,11611,weekly,Yes,Male,No,friend,friend,No
117,11701,daily,Yes,Female,Yes,spouse,imm.fam,No
117,11702,weekly,Yes,Male,No,child,imm.fam,Yes
117,11703,weekly,Yes,Female,No,child.in.law,imm.fam,Yes
117,11704,weekly,Yes,Male,No,work,work,No
117,11705,monthly,No,Male,No,rel.vol,rel.vol,No
117,11706,monthly,No,Male,No,rel.vol,rel.vol,No
117,11707,monthly,No,Male,No,rel.vol,rel.vol,No
117,11708,monthly,No,Male,No,rel.vol,rel.vol,No
117,11709,monthly,No,Male,No,rel.vol,rel.vol,No
117,11710,daily,Yes,Female,No,friend,friend,No
117,11711,daily,Yes,Female,No,friend,friend,No
117,11712,monthly,No,Male,No,friend,friend,No
118,11801,weekly,Yes,Male,No,child,imm.fam,Yes
118,11802,weekly,Yes,Female,No,child,imm.fam,Yes
118,11803,monthly,No,Male,No,sibling,imm.fam,No
118,11804,yearly,No,Male,No,sibling,imm.fam,No
119,11901,daily,Yes,Female,Yes,spouse,imm.fam,No
119,11902,daily,Yes,Female,Yes,child,imm.fam,Yes
119,11903,daily,Yes,Male,Yes,oth.fam,ext.fam,Yes
119,11904,yearly,No,Female,No,child,imm.fam,Yes
119,11905,yearly,No,Female,No,oth.fam,ext.fam,Yes
119,11906,yearly,No,Female,No,oth.fam,ext.fam,Yes
119,11907,daily,Yes,Male,No,neighbor,neighbor,No
119,11908,daily,Yes,Male,No,neighbor,neighbor,No
119,11909,daily,Yes,Female,No,neighbor,neighbor,No
119,11910,daily,Yes,Male,No,rel.vol,rel.vol,No
